src_ip,dst_ip,src_port,dst_port,protocol,flow_duration,pkt_count,pkt_size_avg,bytes_sent,bytes_received,conn_count_last_10s,same_dst_count,srv_serror_rate,dst_host_srv_count,dst_host_same_srv_rate,is_malicious,attack_type,country_src,country_dst,entropy,flow_id,honeypot_flag
39.29.245.32,117.43.1.70,56430,4830,TCP,3779,287,1332,139,5527,22,28,0.79,38,0.98,0,Normal,China,USA,0.387,942,0
178.161.128.187,254.68.122.206,18881,4689,TCP,2135,405,641,2169,38451,48,14,0.85,12,0.03,0,Normal,Germany,UK,0.261,943,0
114.96.216.106,77.106.237.87,60169,208,UDP,7454,130,1040,44960,16459,13,14,0.05,41,0.77,0,Normal,Russia,UK,0.156,944,0
40.26.224.247,8.108.165.74,57787,964,UDP,5171,312,1485,16951,10334,27,7,0.12,39,0.95,0,Normal,China,UK,0.977,945,0
41.221.145.167,104.77.190.94,23476,4069,ICMP,4674,810,774,36943,29883,44,18,0.42,42,0.37,0,Normal,Russia,USA,0.991,946,0
125.129.102.93,123.19.82.253,1757,6960,TCP,5492,63,573,42170,1890,12,16,0.76,21,0.6,0,Normal,UK,USA,0.385,947,0
195.67.156.1,26.119.18.159,61926,6854,UDP,7030,763,1418,32982,5263,22,6,0.56,48,0.16,0,Normal,UK,UK,0.277,948,0
106.224.62.103,254.171.90.180,13734,832,UDP,6058,435,1420,36331,30521,43,16,0.38,25,0.86,0,Normal,China,India,0.561,949,0
138.31.165.189,243.117.121.202,35599,4579,TCP,4808,698,506,48091,37267,22,19,0.31,42,0.31,0,Normal,USA,China,0.354,950,0
82.164.199.198,15.110.223.108,32902,4895,TCP,4012,995,836,17024,35601,28,13,0.14,7,0.65,0,Normal,Germany,USA,0.739,951,0
57.179.232.131,178.47.246.141,33173,2509,UDP,739,804,421,16404,6763,39,14,0.58,30,0.33,1,Normal,USA,India,0.645,952,0
116.45.10.78,68.52.2.147,24684,187,UDP,8163,655,835,2813,16673,10,15,0.32,40,0.63,0,Normal,China,India,0.117,953,1
255.90.159.221,152.136.186.35,36424,3701,UDP,3539,162,1484,22726,11980,6,23,0.27,8,0.96,0,Normal,USA,USA,0.655,954,0
152.22.67.123,60.55.218.128,29926,975,UDP,8062,156,690,30863,27716,2,22,0.4,46,0.17,0,Normal,Russia,China,0.367,955,0
248.17.217.237,147.172.215.196,37168,1516,UDP,3774,403,444,37987,10673,27,6,0.83,20,0.97,0,SQL Injection,USA,Germany,0.937,956,0
43.160.246.130,48.48.250.167,28816,3334,UDP,8259,408,724,19516,2554,16,12,0.77,44,0.03,0,Normal,Russia,Russia,0.342,957,0
170.30.237.87,153.245.176.242,54014,7623,TCP,6051,610,841,39727,48771,42,5,0.75,30,0.61,0,Normal,Germany,UK,0.535,958,0
77.130.14.47,22.153.51.139,50932,5450,TCP,5236,737,1447,4573,37388,19,22,0.51,42,0.64,0,Normal,China,China,0.217,959,0
84.202.82.158,7.34.145.195,22236,1415,UDP,8963,992,1323,49864,6226,16,29,0.26,45,0.12,0,Normal,Germany,India,0.75,960,0
162.220.219.135,117.9.24.147,15630,6251,UDP,4244,517,744,36196,36834,5,22,0.3,45,0.12,0,Ransomware,Russia,UK,0.606,961,0
11.11.124.109,254.126.159.220,30017,2821,ICMP,2211,76,1400,566,10884,8,28,0.66,48,0.46,0,Normal,UK,India,0.149,962,0
243.206.102.77,192.78.14.170,43879,259,ICMP,2240,967,489,1268,4392,26,12,0.78,23,0.49,0,Normal,UK,UK,0.868,963,0
91.49.251.118,56.149.216.6,33035,7558,UDP,8424,949,391,4368,38981,41,6,0.91,38,0.2,1,Normal,UK,USA,0.646,964,1
191.23.126.47,109.132.115.154,12681,4531,UDP,6740,161,334,25200,44832,43,26,0.73,1,0.34,1,DoS,China,China,0.316,965,0
168.21.52.85,71.9.146.91,62599,2125,ICMP,9431,879,619,10667,34344,8,3,0.29,37,0.9,0,Normal,USA,UK,0.478,966,0
23.132.185.150,215.61.98.9,20572,798,ICMP,4659,176,705,44047,47028,12,11,0.32,27,0.15,1,Normal,USA,USA,0.731,967,0
67.17.136.158,154.178.83.217,41488,7433,UDP,8347,398,1328,346,45722,1,27,0.98,37,0.59,0,Normal,China,India,0.399,968,0
35.131.66.225,203.67.41.79,49433,1762,UDP,8315,126,1284,4568,10218,10,8,0.91,41,0.14,0,Normal,India,Germany,0.208,969,0
104.234.150.56,105.18.40.57,32019,1193,ICMP,5996,437,1174,47554,32549,31,1,0.31,31,0.07,0,Normal,Russia,Germany,0.495,970,0
147.21.63.62,171.170.139.81,27827,411,ICMP,6827,184,1376,24300,33760,10,2,0.05,23,0.74,0,DDoS,India,Russia,0.502,971,0
254.9.219.214,182.176.93.159,21597,4718,UDP,9066,159,1370,24565,47262,6,28,0.49,35,0.29,0,Normal,USA,UK,0.371,972,0
78.214.9.33,177.158.122.39,43063,7288,ICMP,2901,707,1325,29506,20558,36,21,0.86,22,0,0,Normal,India,India,0.504,973,0
33.77.35.8,235.200.130.212,16883,4530,TCP,6097,404,361,11169,46451,29,9,0.25,18,0.98,0,Normal,Germany,China,0.31,974,0
106.182.28.122,58.76.149.196,38779,6688,UDP,2958,498,1239,22030,11303,30,1,0.3,30,0.51,1,Normal,UK,Germany,0.802,975,0
64.33.62.248,122.161.161.219,10267,2488,ICMP,2511,998,912,23472,8198,15,5,0.98,43,0.99,0,Normal,China,China,0.691,976,1
174.20.206.31,250.183.165.28,5624,1555,UDP,2497,829,106,36770,3220,49,1,0.98,37,0.73,0,Normal,China,India,0.393,977,0
217.139.139.88,117.31.163.224,35129,2420,UDP,8347,103,187,5818,42542,2,26,0.27,44,0.13,1,Normal,India,USA,0.913,978,0
190.197.104.147,5.211.24.160,61979,3216,TCP,3481,787,1023,33543,29804,9,2,0.01,5,0.37,0,Normal,China,UK,0.952,979,0
170.84.138.77,239.125.169.143,10252,1993,UDP,3157,684,505,49588,38718,48,4,0.42,3,0.69,1,Normal,China,China,0.14,980,0
225.197.186.129,38.160.203.14,11173,4034,UDP,1009,560,404,15676,15115,46,27,0.49,20,0.13,0,Normal,India,Germany,0.479,981,0
124.82.240.53,175.174.25.51,39319,501,ICMP,9439,279,979,31167,40222,32,28,0.54,21,0.37,0,Normal,Russia,Germany,0.942,982,0
142.32.35.171,245.250.122.250,14363,6001,UDP,7348,682,1067,6873,28035,34,12,0.43,28,0.72,0,Normal,Russia,China,0.905,983,0
133.190.73.80,80.132.173.166,6445,6609,ICMP,5709,783,867,10816,26037,4,10,0.07,45,0.5,1,Normal,USA,USA,0.122,984,0
250.76.127.222,252.124.122.123,49970,1162,UDP,9097,172,1251,13625,38616,46,19,0.73,2,0.34,0,Ransomware,Russia,China,0.544,985,0
159.27.18.95,2.182.234.156,64890,2874,TCP,8635,981,1237,12820,35690,4,2,0.22,13,0.75,0,Normal,Russia,USA,0.311,986,0
231.230.90.120,209.93.21.183,50941,2962,ICMP,7022,581,350,13199,23191,36,1,0,17,0.43,0,Normal,India,Russia,0.413,987,0
38.52.24.197,243.76.109.242,5060,6883,UDP,4918,837,969,1982,30786,4,11,0.53,33,0.45,0,Normal,UK,Russia,0.615,988,0
178.83.129.141,222.105.71.110,25031,6201,TCP,9300,791,396,38201,25288,44,1,0.52,1,0.33,1,Normal,Germany,Germany,0.165,989,0
31.85.124.55,223.182.82.150,26482,6619,ICMP,6158,263,1237,4095,21517,12,4,0.06,4,0.5,1,DoS,India,USA,0.407,990,0
82.252.37.31,215.255.176.47,9386,3371,TCP,6042,499,1298,37006,21288,5,18,0.3,33,0.14,0,Normal,Russia,India,0.612,991,0
244.239.128.240,156.172.70.129,19940,2771,TCP,6196,80,143,19952,46992,24,26,0.62,21,0.89,1,Normal,Germany,India,0.493,992,0
9.244.191.48,223.241.160.253,64445,3971,TCP,2152,400,1068,36503,9507,29,17,0.46,11,0.7,0,DoS,UK,Germany,0.737,993,0
9.124.63.152,104.17.252.58,56896,7376,TCP,8703,590,1229,333,42215,24,24,0.2,37,0.75,0,Ransomware,India,Russia,0.324,994,0
174.192.121.27,222.113.6.147,56699,7837,UDP,791,233,89,9440,16765,17,2,0.79,39,0.91,1,DDoS,Germany,Germany,0.249,995,0
69.19.34.87,184.163.131.68,11157,4204,ICMP,1586,988,969,5157,4610,13,8,0.54,13,0.63,0,Normal,UK,Germany,0.31,996,0
151.64.129.237,253.201.224.18,42304,1268,ICMP,930,783,957,26515,47928,28,9,0.6,5,0.04,1,Botnet,Germany,USA,0.921,997,0
255.96.42.232,252.121.227.10,27886,1277,UDP,2283,396,654,31484,8727,30,4,0.98,41,0.6,0,Normal,China,Russia,0.603,998,0
118.71.76.5,80.210.109.74,51807,7548,ICMP,1465,876,1159,27390,4242,5,19,0.52,43,0.9,1,Botnet,India,UK,0.975,999,0
39.110.175.23,29.135.95.198,47066,7833,TCP,5937,280,81,31049,12601,37,25,0.25,25,0.23,0,Normal,Russia,China,0.207,1000,0
237.244.1.140,37.183.225.232,61116,3548,UDP,3739,156,762,6879,29705,48,20,0.25,26,0.72,0,Ransomware,UK,India,0.8,1001,0
168.164.173.209,63.188.145.138,9010,629,UDP,2351,356,52,35868,31420,29,22,0.19,28,0.71,0,Normal,UK,India,0.523,1002,0
9.47.18.126,247.101.20.103,1832,6739,ICMP,9299,444,1149,37834,34874,26,7,0.65,31,0.11,0,Normal,India,UK,0.607,1003,0
185.168.7.215,30.13.220.210,33314,4994,TCP,9425,231,733,40737,15072,25,18,0.24,11,0.56,0,Normal,USA,USA,0.127,1004,0
157.249.33.173,202.168.148.29,44530,1685,UDP,9982,845,1421,26704,2709,41,15,0.44,6,0.77,1,Normal,China,China,0.838,1005,0
13.111.74.169,245.238.28.79,48398,6710,ICMP,1605,295,1010,5080,24056,11,28,0.62,27,0.11,0,Normal,USA,India,0.28,1006,0
137.226.198.14,113.67.7.28,28575,6978,UDP,2686,279,259,6887,43977,10,1,0.09,44,0.28,0,Normal,Germany,Germany,0.914,1007,0
126.142.21.8,147.235.136.3,44132,5146,ICMP,8996,485,516,31663,24517,3,14,0.01,3,0.06,1,Normal,UK,Russia,0.779,1008,0
242.3.97.40,20.196.107.127,21033,6475,ICMP,3977,904,751,2860,27940,29,15,0.56,33,0.74,0,Normal,Russia,China,0.454,1009,0
98.136.38.190,84.241.71.39,36350,447,UDP,9201,968,590,6092,7438,15,2,0.01,14,0.39,0,Normal,Germany,UK,0.152,1010,0
191.181.226.73,237.220.156.142,26241,2086,UDP,931,113,214,10168,14790,40,12,0.2,16,0.76,0,DoS,Germany,UK,0.56,1011,0
203.82.29.195,14.94.41.250,60185,5990,ICMP,1223,724,973,38242,45356,18,6,0.86,23,0.57,1,SQL Injection,UK,UK,0.974,1012,0
253.114.131.10,38.153.12.202,15995,1128,TCP,8414,950,878,16086,25371,11,14,0.48,34,0.97,0,Normal,Russia,USA,0.547,1013,0
142.145.2.107,38.164.16.80,57491,6328,ICMP,8658,272,1150,11487,44123,4,8,0.35,47,0.4,0,Normal,UK,Russia,0.871,1014,0
61.118.182.239,208.148.254.73,64874,6196,ICMP,5779,298,823,49747,44804,40,1,0.81,3,0.65,1,Normal,India,UK,0.507,1015,0
33.212.110.67,15.198.126.21,56789,3022,TCP,6464,543,717,707,9193,11,3,0.08,21,0.85,1,Normal,Russia,USA,0.291,1016,0
115.137.51.250,108.193.73.120,9579,7679,ICMP,6769,519,743,36841,24209,30,19,0.86,32,0.34,0,Normal,Germany,China,0.297,1017,0
182.49.156.71,41.98.183.193,61606,3625,TCP,5392,930,1157,8764,40064,45,5,0.26,15,0,0,SQL Injection,Russia,India,0.14,1018,0
64.102.242.5,248.142.163.116,1155,1788,UDP,6762,409,542,46607,4661,8,8,0.72,26,0,0,Normal,Russia,China,0.431,1019,0
73.31.4.167,133.252.116.17,9001,4703,TCP,4770,192,648,29792,8296,10,11,0.93,38,0.35,0,Normal,Germany,UK,0.771,1020,0
201.67.115.227,190.101.212.111,7401,4525,UDP,3631,859,1277,34167,46647,17,15,0.59,46,0.79,1,Normal,China,UK,0.516,1021,0
83.214.219.205,147.116.52.214,40548,4311,UDP,3587,581,1120,4405,12951,14,27,0.83,33,0.91,0,Normal,UK,India,0.867,1022,0
63.219.207.208,39.69.161.166,41337,3727,UDP,6105,480,611,49376,27021,22,15,0.99,42,0.93,0,Normal,USA,UK,0.244,1023,0
176.197.15.246,85.146.111.9,50930,1028,TCP,6660,790,639,905,19554,21,25,0.77,3,0.81,0,Normal,Russia,USA,0.438,1024,0
110.105.79.53,200.129.65.137,12967,1270,TCP,4946,180,862,29900,29857,39,5,0.61,21,0.46,0,Normal,UK,USA,0.107,1025,0
246.99.30.171,14.195.22.75,11888,3612,ICMP,1053,600,243,2354,10006,20,22,0.62,17,0.12,0,SQL Injection,USA,Germany,0.281,1026,0
188.4.237.162,21.8.129.254,34349,7097,UDP,3399,490,741,13631,39307,4,22,0.43,21,0.24,0,Normal,Germany,USA,0.347,1027,0
194.43.173.161,165.124.55.220,14049,4170,TCP,6644,960,804,13462,18051,23,13,0.97,6,0.27,0,Normal,USA,India,0.373,1028,0
158.85.225.47,73.247.88.42,38295,4243,ICMP,3578,534,1114,47036,2438,17,2,0.63,10,0.03,0,Normal,India,UK,0.796,1029,0
204.107.179.62,67.225.23.90,49381,6880,UDP,1108,633,1434,35478,19493,12,19,0.66,29,0.03,1,Normal,India,Germany,0.836,1030,0
15.211.233.159,34.7.194.46,28513,3828,ICMP,7169,785,687,35123,23115,36,12,0.05,37,0.16,0,Normal,Germany,USA,0.411,1031,0
230.92.214.165,92.197.211.202,61739,3748,TCP,2185,542,1216,26620,49158,30,16,0.6,16,0.92,0,Normal,Russia,India,0.84,1032,0
248.77.33.127,176.71.155.42,62840,1808,TCP,7118,718,846,16399,8162,16,23,0.32,42,0.76,0,Normal,Russia,China,0.302,1033,0
217.247.229.2,207.32.142.95,14961,2086,UDP,1577,908,1353,20012,2464,44,8,0.44,35,0.03,0,Normal,Germany,Germany,0.784,1034,0
155.98.89.222,52.232.101.148,6063,682,ICMP,8987,434,76,43532,12052,36,26,0.65,5,0.58,0,DDoS,India,Germany,0.151,1035,0
223.18.32.55,74.151.80.114,44739,4020,TCP,8338,823,1081,40281,38582,49,3,0.86,6,0.6,1,Normal,India,Germany,0.164,1036,1
142.167.204.207,77.213.42.53,27877,2429,UDP,93,317,979,22395,9830,21,1,0.81,45,0.75,0,Normal,China,India,0.257,1037,0
196.130.133.130,91.90.19.82,24503,3760,ICMP,1436,138,858,38505,46372,40,29,0.53,42,0.8,0,Normal,Russia,Germany,0.337,1038,0
95.140.57.244,139.40.225.96,45937,7205,TCP,187,481,1458,9365,16497,1,23,0.24,19,0.3,0,Normal,USA,Germany,0.486,1039,0
244.156.135.52,103.253.237.74,16843,5031,TCP,7205,501,171,14046,17476,39,18,0.2,34,0.42,0,Normal,Germany,India,0.567,1040,0
83.190.118.110,87.228.254.211,53932,5948,UDP,1535,459,1328,24341,38461,31,5,0.76,6,0.17,0,Normal,Russia,USA,0.827,1041,0
60.66.224.170,210.33.119.142,61829,4430,TCP,6658,807,158,362,36799,35,10,0.12,36,0.19,1,Normal,Germany,UK,0.474,1042,0
19.165.43.252,101.191.223.16,42544,4696,UDP,8766,55,729,45367,47732,3,11,0.41,14,0.4,0,Normal,China,India,0.727,1043,0
176.225.68.227,162.92.44.171,39900,6318,TCP,5699,124,1468,32869,25940,49,10,0.23,42,0.72,0,Normal,India,Germany,0.778,1044,0
200.41.236.201,69.32.75.132,25152,3965,TCP,8265,239,1362,30039,38451,31,8,0.93,2,0.23,0,Normal,Germany,Germany,0.675,1045,0
83.6.115.40,117.54.214.24,50688,1313,UDP,2614,142,392,23104,9364,41,29,0.22,34,0.59,0,Normal,Russia,China,0.993,1046,0
152.156.180.71,151.149.186.252,19172,4246,UDP,3196,991,347,5307,46029,16,26,0.53,39,0.86,1,Normal,Russia,UK,0.401,1047,0
41.186.203.201,27.35.82.43,48599,194,ICMP,6530,696,1446,32207,27404,34,5,0.97,3,0.02,1,Normal,Russia,USA,0.781,1048,0
242.46.232.193,220.192.7.106,19858,20,UDP,5087,270,458,49937,11145,34,5,0.69,1,0.8,0,Normal,China,USA,0.531,1049,0
134.23.33.32,74.255.88.76,46107,2982,UDP,5365,484,1246,46873,30520,46,16,0.18,41,0.78,0,DDoS,UK,Germany,0.148,1050,0
122.126.155.95,88.88.61.141,2445,540,UDP,9305,975,1133,36350,7593,44,28,0.61,17,0.92,1,Normal,Germany,India,0.178,1051,0
12.50.229.97,241.114.248.144,6620,758,TCP,8849,289,819,44588,40994,17,24,0.48,43,0.42,1,DoS,USA,Germany,0.999,1052,0
132.132.166.51,197.152.253.20,8179,4864,ICMP,1379,347,1414,24475,16257,22,26,0.61,46,0.97,0,Normal,UK,India,0.486,1053,0
177.25.115.172,175.76.149.166,16676,5293,ICMP,2976,433,1351,1199,31718,28,15,0.92,23,0.98,0,Normal,UK,China,0.825,1054,0
58.167.150.109,15.79.243.166,13907,7421,ICMP,3533,250,772,29545,31382,36,23,0.43,18,0.24,1,Normal,UK,USA,0.641,1055,0
1.252.184.27,4.143.246.183,34500,3331,ICMP,6338,391,945,9752,6542,22,24,0.39,10,0.72,0,Normal,India,China,0.579,1056,0
228.147.248.84,139.188.54.2,50505,4374,TCP,573,451,1305,3033,6227,44,27,0.64,40,0.07,1,Normal,Germany,Russia,0.242,1057,0
131.29.2.195,15.65.249.42,45391,3310,TCP,7237,930,1204,47734,24188,23,1,0.74,20,0.96,0,Normal,Germany,USA,0.269,1058,0
35.110.14.159,24.183.213.104,11553,3701,TCP,5586,728,1306,4105,5935,30,23,0.58,47,0.17,0,Botnet,Germany,USA,0.988,1059,0
43.20.67.227,59.76.182.120,57699,681,ICMP,3460,945,428,22102,11666,26,26,0.77,33,0.39,0,Normal,Russia,Germany,0.966,1060,0
6.30.62.209,154.211.188.99,47272,718,TCP,119,431,518,14687,42150,12,7,0.8,38,0.76,0,Normal,USA,UK,0.461,1061,0
235.118.130.9,217.46.203.222,28653,6994,ICMP,2134,602,1139,45095,40280,3,7,0.2,28,0.62,1,Normal,India,USA,0.478,1062,0
189.217.90.225,47.104.167.176,56323,5448,TCP,7955,696,1066,32756,33332,10,15,0.23,20,0.22,0,Normal,Germany,UK,0.834,1063,0
216.24.159.47,250.240.49.33,2771,4649,ICMP,1983,840,537,10763,15406,32,26,0.22,24,0.83,0,Normal,UK,China,0.917,1064,0
97.65.93.99,17.191.84.135,4874,5077,ICMP,1369,126,1055,18601,41034,11,13,0.45,21,0.49,1,Normal,Germany,Russia,0.724,1065,1
150.184.159.130,190.18.59.174,12728,3269,ICMP,7762,377,420,38192,27500,2,19,0.28,39,0.65,0,Normal,USA,UK,0.401,1066,0
99.182.152.24,105.208.175.144,13116,884,UDP,6975,439,1443,29973,8860,28,14,0.1,35,0.49,0,Normal,India,Germany,0.14,1067,0
148.75.61.102,212.75.83.199,46231,4078,TCP,4662,414,1472,13253,16012,15,16,0.97,27,0.97,1,Normal,UK,India,0.664,1068,0
247.209.62.222,235.30.223.178,38545,6229,UDP,9320,509,650,11607,27671,21,23,0.69,7,0.18,0,SQL Injection,India,China,0.187,1069,0
144.152.11.209,52.245.128.224,34858,1687,UDP,5362,451,287,13760,20709,1,20,0.69,2,0.57,0,DoS,China,Russia,0.148,1070,1
83.17.177.210,211.151.74.65,61997,3411,UDP,5376,928,982,34802,3952,36,16,0.29,36,0.09,0,SQL Injection,Russia,India,0.195,1071,0
173.176.253.153,223.200.66.162,5399,705,ICMP,9642,70,435,10421,6725,23,27,0.36,46,0.91,1,Normal,India,Russia,0.639,1072,0
220.191.75.103,158.91.173.86,16626,4315,TCP,1802,321,771,3544,39527,24,25,0.84,20,0.93,0,Normal,Germany,Russia,0.315,1073,1
135.248.42.108,66.206.139.164,5951,4318,ICMP,1703,311,1496,14316,25260,45,7,0.43,18,0.04,0,DDoS,UK,Russia,0.95,1074,0
253.34.98.206,4.54.116.200,53253,7575,TCP,9531,242,1308,23928,23383,23,7,0.84,37,0.04,0,Normal,India,UK,0.373,1075,0
193.190.28.79,46.75.56.186,54147,6348,TCP,1922,261,827,32234,13941,10,25,0.78,21,0.17,0,Normal,UK,UK,0.124,1076,0
215.91.175.218,203.228.164.99,39649,289,TCP,8131,850,733,23060,6657,39,9,0.88,12,0.14,0,Normal,China,UK,0.679,1077,0
203.49.88.199,27.243.235.248,21851,5815,UDP,8977,122,591,27394,8406,33,25,0.1,44,0.18,0,DoS,China,UK,0.367,1078,0
39.44.28.180,56.236.217.130,12961,5832,ICMP,7674,519,1255,25451,45629,1,15,0.29,4,0.68,0,Normal,UK,India,0.254,1079,0
93.189.128.190,137.68.219.64,7988,5180,ICMP,3903,810,92,39858,16853,7,4,0.9,28,0.68,0,Normal,China,Russia,0.344,1080,0
156.52.55.95,220.179.145.237,8720,780,UDP,5938,800,616,47464,28879,45,20,0.22,13,0.99,1,Normal,Germany,China,0.167,1081,0
116.171.6.77,116.110.37.254,20599,4822,UDP,948,323,1189,14389,5647,14,15,0.16,49,1,0,Ransomware,Russia,India,0.87,1082,0
235.173.38.193,215.21.85.72,9929,4166,ICMP,5943,471,1183,22941,3449,24,7,0.79,16,0.23,0,DDoS,UK,Russia,0.637,1083,0
39.44.19.134,116.167.65.7,42169,98,UDP,4063,775,1491,19573,40411,3,3,0.56,36,0.63,0,Normal,USA,Germany,0.87,1084,0
153.115.127.195,181.15.167.185,42775,6414,ICMP,1243,922,1498,15528,37741,37,20,0.07,46,0.03,0,Normal,USA,Germany,0.277,1085,0
179.254.121.254,5.103.23.229,63897,6555,TCP,9017,85,813,14485,26374,38,19,0.53,27,0.33,0,Normal,China,Germany,0.11,1086,0
32.55.155.27,134.133.184.241,32503,6317,UDP,3475,948,1486,21232,21922,33,10,0.67,38,0.83,0,Normal,UK,Germany,0.664,1087,0
29.255.200.211,162.216.29.138,30802,7312,ICMP,803,288,807,16774,26991,18,9,0.32,21,0.59,0,Normal,USA,UK,0.941,1088,0
19.151.246.70,6.205.175.183,23736,6106,TCP,9190,834,763,22666,6752,31,19,0.06,25,0.97,1,Normal,UK,China,0.34,1089,0
100.36.59.123,240.248.159.179,14096,4670,UDP,5914,102,59,42483,22054,36,29,0.37,46,0.43,0,Normal,India,UK,0.829,1090,0
16.147.159.143,1.135.89.133,50162,3151,ICMP,3571,306,886,27044,5680,39,10,0.41,34,0.52,1,Normal,Germany,India,0.641,1091,0
239.247.149.126,250.163.209.63,63776,7732,ICMP,6926,649,559,18161,34634,24,20,0.19,23,0.56,0,Normal,Germany,USA,0.213,1092,0
81.172.157.38,110.71.231.184,8170,3840,TCP,7177,127,1495,34256,12522,24,22,0.92,30,0.85,0,Normal,India,USA,0.236,1093,0
30.170.183.188,203.180.255.179,23304,8054,TCP,529,28,1047,35141,14159,29,25,0.05,34,0.31,0,SQL Injection,USA,Russia,0.387,1094,0
209.132.88.46,123.157.15.6,56042,4159,ICMP,6359,252,799,12220,7133,26,23,0.38,12,0.34,0,Normal,China,UK,0.886,1095,0
210.251.201.128,238.15.43.176,25388,6150,ICMP,3126,905,1048,34363,14409,19,11,0.52,40,0.69,1,Normal,China,UK,0.112,1096,0
124.229.99.125,227.46.172.6,47622,5288,ICMP,5213,219,1277,41193,28484,26,23,0.36,21,0.42,1,Ransomware,Russia,Russia,0.745,1097,0
104.101.205.95,51.137.6.164,23665,1082,UDP,5534,118,689,10488,21195,26,26,0.1,19,0.9,0,Normal,Russia,Russia,0.778,1098,0
17.222.33.254,208.158.225.156,30541,494,ICMP,2010,276,1363,31026,26059,20,6,0.02,27,0.58,1,Normal,China,Germany,0.315,1099,0
6.40.241.28,104.217.26.162,5193,5247,TCP,7727,325,1179,25762,34432,48,1,0.33,32,0,0,Normal,Germany,USA,0.382,1100,0
58.230.54.143,132.161.113.217,57143,2362,TCP,9053,413,351,1925,40811,28,2,0.91,3,0.78,1,Normal,China,USA,0.457,1101,0
101.102.103.62,167.100.206.88,31464,1280,ICMP,5530,952,1280,14648,2943,25,25,0.94,22,0.36,0,Normal,India,China,0.416,1102,1
27.93.170.100,245.188.167.65,23958,4156,TCP,4953,307,1220,21984,11452,48,22,0.25,16,0.4,0,Normal,UK,China,0.332,1103,0
12.96.85.40,36.192.208.192,8168,7367,UDP,1322,387,342,36673,33497,15,4,0.31,24,0.36,0,Normal,India,USA,0.285,1104,0
219.44.50.38,58.234.93.76,3372,4004,TCP,3713,682,161,2058,48907,41,11,0.18,7,0.67,0,DoS,USA,USA,0.367,1105,0
246.134.197.232,187.241.119.123,65518,4362,ICMP,9857,75,1301,2966,42980,18,18,0.43,23,0.75,0,Normal,China,USA,0.515,1106,0
69.201.180.37,249.89.118.134,15754,1756,UDP,8753,137,443,5200,24244,40,10,0.9,41,0.48,0,DoS,China,Germany,0.993,1107,1
159.213.169.253,61.202.58.228,57805,4132,TCP,9436,100,617,3538,43678,1,28,0.48,43,0.97,0,Normal,China,Germany,0.477,1108,0
138.229.136.204,124.34.27.192,41389,3984,ICMP,2279,256,1088,21496,32357,12,29,0.79,36,0.7,0,Normal,Germany,UK,0.46,1109,0
174.75.62.219,159.103.243.217,65368,6161,UDP,127,964,812,23142,22108,3,1,0.5,42,0.95,0,Normal,Germany,China,0.669,1110,1
235.28.22.235,165.182.246.213,60909,214,UDP,2864,30,884,23822,38854,2,4,0.51,36,0.07,0,Normal,Russia,China,0.779,1111,0
52.95.50.132,22.180.67.32,41920,956,TCP,3395,229,803,36223,24863,18,23,0.74,8,0.96,1,Normal,Germany,Germany,0.54,1112,0
109.168.46.240,200.170.208.102,61039,2312,ICMP,8395,880,383,13755,18993,40,11,0.59,4,0.92,0,Normal,India,India,0.918,1113,0
47.232.199.92,8.238.20.120,14635,1160,TCP,2677,140,1193,15417,49417,32,29,0.69,46,0.04,0,Normal,India,Russia,0.337,1114,0
147.190.113.84,126.242.20.136,2665,2783,TCP,3235,333,1417,34848,39383,30,11,0.39,35,0.33,0,Normal,USA,Germany,0.423,1115,0
40.241.172.193,77.253.169.137,64892,796,ICMP,3642,291,489,30782,41938,9,15,0.31,17,0.47,1,Normal,China,Russia,0.539,1116,0
198.60.223.163,106.184.211.87,40870,3162,TCP,6020,36,51,45160,48217,37,26,0.25,17,0.35,0,Normal,UK,China,0.712,1117,0
53.169.105.137,46.140.235.244,2839,868,TCP,964,105,473,18923,21006,34,5,0.91,1,0.84,0,Normal,India,India,0.716,1118,0
239.152.234.190,176.137.180.161,31056,1975,UDP,8238,362,597,27272,21773,26,11,0.71,16,0.03,1,Normal,USA,Germany,0.291,1119,0
142.121.154.45,253.108.87.227,26147,993,ICMP,4478,900,1028,27798,45115,33,10,0.24,12,0.84,0,SQL Injection,China,India,0.885,1120,0
155.109.177.180,127.233.3.83,37283,2010,ICMP,261,552,448,861,1110,16,21,0.73,10,0.8,0,Ransomware,China,UK,0.769,1121,0
202.86.238.208,21.143.168.36,7581,6165,ICMP,5139,675,454,34163,936,9,7,0.86,9,0.72,0,DDoS,UK,Russia,0.768,1122,0
234.107.73.34,191.173.192.189,39783,335,ICMP,4140,770,1043,21255,18097,17,1,0.26,32,0.74,0,Normal,China,China,0.49,1123,0
191.34.100.4,191.82.82.219,12346,94,ICMP,5946,423,1215,3596,5547,21,20,0.96,12,0.57,0,Normal,Russia,India,0.304,1124,0
178.175.116.135,193.58.120.199,24138,6296,ICMP,2240,954,59,28286,31967,39,24,0.63,29,0.19,0,SQL Injection,India,Russia,0.943,1125,0
101.145.245.118,23.36.147.57,17515,5849,ICMP,7016,635,941,35765,38791,35,23,0.75,18,0.3,0,Normal,Russia,Russia,0.355,1126,0
136.87.94.178,148.231.31.43,41269,6919,ICMP,737,205,907,24148,20382,4,28,0.49,46,0.04,1,DoS,UK,China,0.211,1127,0
